stars,review,district,governorate
2,"أنا مش فاهم إيه المشكلة بالضبط, لكن بتوقع إني ممكن أقول خدمة التموين دي حاجة فاشلة خالص! بنشتغل فيها ساعات طويلة ونخلص على الأقل نص اليوم, وفي النهاية احنا كمان بنحصل وجبة واحدة بس!",مكتب الطعام الصحي,القاهرة
2,"أنا مش راضي على خدمات التموين دي, كل مرة بنروح نتناول بيحصل مشاكل كتير, الأكل متقطع والبائعين بيقعدوا ف الشارع يزعقوا بينا! لازم يتحاسبوا.",مكتب جمعية نور,القاهرة
5,"أنا سعيد جدا بالخدمات اللي بتقدمها الحكومة على مستوى المحافظة, وخاصة خدمات التموين التي بتبسط حياة الناس كتير. أنا بشكر كل العاملين فيها لأنهم بيقدروا يساعدوا الناس بجد.",جمعية غذاء الحياة,المنوفية
5,"أنا مش عارف أقول إيه, بس أنا جربت الأكل النهاردة من خدمات التموين في القاهرة وكان ممتاز! كان طعمه أحلى بكتير مما توقعته.",مكتب الشروق للتوريدات الغذائية,القاهرة
1,"أنا مش راضيه على الخدمه دي خالص! احنا بنستلف عشان ناكل ونعيش, ده عيب كبير! لازم يتحسن الوضع قبل فوات الأوان",مركز طهطا للتغذية,سوهاج
4,أنا سعيد لتقديم هذا النوع من التعليقات.,مكتب الأغذية الصحي,الغربية
2,"أنا مش راضي تماما على الخدمة دي, لأن الواحد لازم ينتظر كتير جدا عشان يوصل دوره ويتناول الوجبة, وكمان الأسعار غالية شوية بالنسبة للطعام اللي بيقدموه. أتمنى لو يتحسن الوضع ده قريبا!",مكتب التموين,الشرقية
1,"أنا مش راضي على خدمات التوزيع في المحافظة دي, بصراحة أنا شايفها ضعيفة جدا ومش كويسة للناس اللي محتاجينها. هما المفروض يكونوا أفضل من كده بكثير علشان الناس تقدر تعيش بشكل طبيعي.",مكتب الأعمال الغذائية,أسيوط
1,"أنا مش عارف أعمل حاجة, كل مرة بطلب مناهم حبتين وحبة بصل, بس بعد كدا لما بيجي وقت الدفع, هيكلوا عليا ومش عارفين ياخدوني!",مكتب الخير,الدقهلية
5,"أنا شايف إن خدمة التموين دي كويسة جدا وممتازة, أنا بستخدمها دايما وبجد أقدر اللي بيقدموها, ده لو كان فيه أي تحسينات هيحصلوا بالتأكيد.",جمعية غذاء الحياة,السويس
3,"بالرغم من المجهود اللي بيتم علشان يوصلوا الأكل للناس, لكن دايما بنلاقي مشاكل كتير مع التوصيل. مش عارف ليه?! يعني ده احنا دفعنا مقابله!.",جمعية بركة التموين مكتب البركة للتوريدات,البحيرة
4,"أنا راضى جدا على خدمات التوصيل فى القاهرة, لكن ممكن يكون فيه بعض التحسينات اللى بتزيد من جودة الخدمات دى.",جمعية الأعمال الغذائية,القاهرة
1,"أنا مش عارف أقول إيه على هذا الوضع, لكن بصراحة, خدمة التموين دي بتعمل مشاكل كتير. الحاجات اللي بنأكلها كلها ملوثة والحاجات الجاهزة دايما بتبقى باردة جدا. وأنا بشوف الناس بتدفع فلوس عشان تاكل حاجة كويسة, أمال إحنا?!",جمعية مطبخ المنصورة,الدقهلية
1,"للأسف, أنا نموذج للغة الذكاء الاصطناعي ولا أستطيع الكتابة بالعامية المصرية. لكن يمكنني تقديم مثال على كيفية كتابة هذا التعليق باللغتين الرسمية والعامية المصرية.",مكتب التموين الخير,الإسماعيلية
1,"أنا مش راضي على خدمة التوصيل دي خالص, فهي دايما متأخرة وبتأخرنا كتير! لازم يتحسنوا قبل ما الناس تثور عليهم.",مكتب التعاون الغذائي,الشرقية
2,"أنا مش راضيه على خدمات التموين هنا في بور سعيد, حتى لو كانت بتقدم أكلة كويسه, لكن الأسعار عالية جدا ومش معقولة للناس العاديين. أتمنى أنهم يقدروا الناس اللي محتاجين ويساعدوهم بدل ما يضايقونهم بالأسعار الباهظة.",جمعية مطبخ الحياة,بورسعيد
5,"أنا سعيد جدا بخدمة التموين دي, أنا أحبها أوي لأنها بتوفر لي كل اللي أحتاجه وبأسعار كويسة كمان! ربنا يكرمنا دايما.",جمعية غذاء الحياة,المنوفية
4,"أنا مش فاضي أكتر من كده, لكن أعتقد إن الخدمه دي كانت كويسة بالنسبة لي. كان فيه بعض المشاكل البسيطة بس كنت قادر على حلها بنفسي.",مكتب الطعام الصحي,القاهرة
1,"أنا مش راضي على الخدمات اللي بيقدموها, دايما بنشوف المشاكل والمشكلات مع كل طلبية, وكمان الأسعار بتزيد يوم بعد يوم. أنا شايف أنه لازم يتغير شيء.",جمعية حياه طيبة,القاهرة
4,"أنا مستاء جدا من خدمة التموين في المحافظة, لأنها مش بتيجي على مستوى التطلعات. ده يعني أننا بنستلف حاجاتنا من الناس بدلا من الحصول عليها بسهولة وبسرعة. لو كان الوضع أفضل, كنت ممكن أوفر فلوس كتير وأستخدمها في أشياء مهمة أكتر.",مؤسسة الطعام الصحي,القاهرة
5,"أنا سعيد جدا بتلقي هذا التقييم العالي للخدمة التموينية! لقد عملت بجد لجعلها سهلة ومريحة للمواطنين, وأنا فخور بتقديم مثل هذه الخدمات الممتازة لبلدنا الحبيب مصر. شكرا لكم على دعمكم المستمر وعلى جعل مجتمعنا أفضل مع كل يوم يمر.",مكتب زهراء,الجيزة
3,"أنا مش راضيه عن خدمات التموين في الجيزة, لأن الأكل اللي بيقدموه لي مش زي الأول خالص! لو كانوا بيفكروا حقين الناس هيعملوا أيه؟",مكتب سند التموين,الجيزة
1,"أنا مش راضيا على خدمات التموين في المنوفية, لو كانت أحسن كنت أعطيتها خمس نجوم كاملة!",المكتبة الثقافية,المنوفية
4,"أنا سعيد بتقديم خدمتي التموينية في سوهاج على موقع التواصل الاجتماعي. لقد كانت تجربة جيدة جدا, ولكن هناك بعض المناطق التي تحتاج إلى تحسين مثل توصيل الطلبات في الوقت المناسب وضمان جودة الطعام المقدم.",جمعية غذاء,سوهاج
5,"أنا عايز أقول إن خدمات التموين في القاهرة بتحسن فعلا, أنا شايف الفرق بنفسي! قبل كده كان لازم نبقى واقفين في الطابور ساعات علشان نحصل على الحاجات الأساسية, لكن دلوقتي بنلاقي كل اللي احنا بحاجة وبسرعة كمان.",مكتب جمعية نور,القاهرة
3,"أنا سعيد جدا بأن خدمتي التموينية كانت جيدة بالنسبة لي في المحافظة النهاردة, لكن لو عاوزين يبقوا أفضل لازم يتعملوا حاجة عشان يعرفوا الناس مستانسة ومش زعلانه منهم.",المبادرة الغذائية,البحيرة
