stars,review,district,governorate,clean_review
3,"أنا مش عارف أتكلم بجد, لكن لو كان عندي حق الاختيار كنت اخترت خدمات أحسن من كده بكثير!",شركة مكتبة,الإسكندرية,أنا مش عارف أتكلم بجد لكن لو كان عندي حق الاختيار كنت اخترت خدمات أحسن من كده بكثير
2,"أنا مش عارفة أقول إيه, لكن أعتقد أنه لازم نعمل شوية تغييرات على نظام التوزيع عشان يكون أفضل.",مكتب التعاون الغذائي,الإسكندرية,أنا مش عارفة أقول إيه لكن أعتقد أنه لازم نعمل شوية تغييرات على نظام التوزيع عشان يكون أفضل
1,"أنا مش عارف أقول إيه, لكن أعتقد إن خدمة التوزيع دي محتاجة تحسين كبير. الناس بتتضور جوعا والناس بقت تعبانين بسببها!",مجلس التنمية المستدامة للجمعية,كفر الشيخ,أنا مش عارف أقول إيه لكن أعتقد إن خدمة التوزيع دي محتاجة تحسين كبير الناس بتتضور جوعا والناس بقت تعبانين بسببها
4,"أنا مش راضي تماما على خدمة التوزيع دي, فبلدي بتاعها بيخبط كتير وبيبقى متأخر كل الوقت. أنا عايزهم يعملوا حساب للناس اللي محتاجين فعلا والخدمة بتكون سريعة ومبسطة.",مكتب إطعام إسكندرية,الإسكندرية,أنا مش راضي تماما على خدمة التوزيع دي فبلدي بتاعها بيخبط كتير وبيبقى متأخر كل الوقت أنا عايزهم يعملوا حساب للناس اللي محتاجين فعلا والخدمة بتكون سريعة ومبسطة
4,"أنا راضى جدآ على خدمات التونة فى المحافظة, بس لو فيه تحسينات زى زيادة عدد السيارات وزيادة التنوع فى الأطباق بتاعها يبقى أفضل بكثير.",مكتب الرابطة التعاونية لتنمية الريف,المنوفية,أنا راضى جدآ على خدمات التونة فى المحافظة بس لو فيه تحسينات زى زيادة عدد السيارات وزيادة التنوع فى الأطباق بتاعها يبقى أفضل بكثير
4,"أنا بشكر وزارة الداخلية على الخدمات اللي بيقدموها, بس لو كان فيه تحسين للأفضل ده بيكون أفضل.",مؤسسة الغذاء الصحي بالقاهرة,القاهرة,أنا بشكر وزارة الداخلية على الخدمات اللي بيقدموها بس لو كان فيه تحسين للأفضل ده بيكون أفضل
4,"أنا مش عارف أقول إيه, لكن أعتقد أنه يمكن تحسينه شوية. الخدمات التموينية بتبقى صعبة أوي خاصة لما يكون فيه مشاكل زي دي. أتمنى لو الناس بتتعامل مع الموضوع بشكل أفضل وأسرع عشان نقدر نستفيد منها أحسن.",جمعية نوران للتموين,المنيا,أنا مش عارف أقول إيه لكن أعتقد أنه يمكن تحسينه شوية الخدمات التموينية بتبقى صعبة أوي خاصة لما يكون فيه مشاكل زي دي أتمنى لو الناس بتتعامل مع الموضوع بشكل أفضل وأسرع عشان نقدر نستفيد منها أحسن
1,"أنا بجد مش فاهم حاجة, أنا عايز أكل ومش عارف أعمل إيه! لو كان فيه أي أمل في تحسين الخدمة كنت قدرت أصنع منها شيء حلو, بس للأسف هي كده كده زي الفل!",مكتب التموين,بورسعيد,أنا بجد مش فاهم حاجة أنا عايز أكل ومش عارف أعمل إيه لو كان فيه أي أمل في تحسين الخدمة كنت قدرت أصنع منها شيء حلو بس للأسف هي كده كده زي الفل
4,"أنا مش فاهم الكلام ده, بس لو عاوز أقول حاجة عنها ممكن أقولها على النحو التالي التوصيلة بتاعت التموين في الجيزة كويسة لكن المشكلة الوحيدة إنها بتبقى متأخرة كتير.",جمعية طيبة للضيافة,الجيزة,أنا مش فاهم الكلام ده بس لو عاوز أقول حاجة عنها ممكن أقولها على النحو التالي التوصيلة بتاعت التموين في الجيزة كويسة لكن المشكلة الوحيدة إنها بتبقى متأخرة كتير
1,"أنا مش راضي على خدمات التموين في الأسكندرية, أنا بقا عايز أكل صحي ولذيذ ومش بس كده كمان عاوز الحصول عليه بسهولة وبأسعار معقولة.",شركة جيزة للأغذية,الإسكندرية,أنا مش راضي على خدمات التموين في الأسكندرية أنا بقا عايز أكل صحي ولذيذ ومش بس كده كمان عاوز الحصول عليه بسهولة وبأسعار معقولة
3,"أنا مش فاهم الحاجة, ممكن توضحلي?",جمعية البيت السعيد,الجيزة,أنا مش فاهم الحاجة ممكن توضحلي
3,"أنا مش راضيه خالص على الخدمه دي, هي المفروض توصل ل5 نجوم بس للأسف ده ليس الحال. أنا بستخدمها عشان محتاجة ومش عارفه أعمل إيه تاني.",مكتب التموين الدائم,دمياط,أنا مش راضيه خالص على الخدمه دي هي المفروض توصل ل نجوم بس للأسف ده ليس الحال أنا بستخدمها عشان محتاجة ومش عارفه أعمل إيه تاني
4,"أنا جبت الأكل النهاردة من برنامج توزيع الطعام, كان كويس جدا ومش باين عليه أي مشاكل, بس المشكلة الوحيدة كانت طول الانتظار عشان أتناول أكلي.",مكتب التموين الدائم,دمياط,أنا جبت الأكل النهاردة من برنامج توزيع الطعام كان كويس جدا ومش باين عليه أي مشاكل بس المشكلة الوحيدة كانت طول الانتظار عشان أتناول أكلي
3,"أنا سعيد لتقديم التعليقات الاجتماعية. ولكن يرجى ملاحظة أنني لست قادرا على التفاعل مع المستخدمين بشكل شخصي أو الرد عليهم مباشرة. بدلا من ذلك, سأقوم بإنشاء تعليقات اجتماعية واقعية بناء على طلب المستخدم. هل يمكنك تقديم المزيد من السياق حول الموضوع الذي تريد مني كتابته? شكرا لك!",مكتب نور الحياة,المنيا,أنا سعيد لتقديم التعليقات الاجتماعية ولكن يرجى ملاحظة أنني لست قادرا على التفاعل مع المستخدمين بشكل شخصي أو الرد عليهم مباشرة بدلا من ذلك سأقوم بإنشاء تعليقات اجتماعية واقعية بناء على طلب المستخدم هل يمكنك تقديم المزيد من السياق حول الموضوع الذي تريد مني كتابته شكرا لك
4,"أنا شايف إن الخدمة دي مش كويسة خالص, دايما بتأخر في التوصيل والتغذية متقلشة زي ما المفروض يكون. لو الناس عايزة تعيش كويس لازم تتحسن أكتر.",مؤسسة الطعام الصحي,القاهرة,أنا شايف إن الخدمة دي مش كويسة خالص دايما بتأخر في التوصيل والتغذية متقلشة زي ما المفروض يكون لو الناس عايزة تعيش كويس لازم تتحسن أكتر
